ad_format,ad_category,ad_creative,device_type,os_version,country,language,publisher_app,day_of_week,time_of_day,clicked
video,food,creative_14,smartphone,iOS_15,DE,de,app_26,Wed,afternoon,0
interstitial,finance,creative_15,smartphone,iOS_15,JP,de,app_4,Thu,morning,1
interstitial,travel,creative_10,tablet,iOS_14,FR,pt,app_15,Thu,evening,0
banner,shopping,creative_9,tablet,Android_12,CN,de,app_46,Mon,afternoon,0
video,shopping,creative_15,tablet,iOS_16,CN,en,app_15,Mon,evening,1
banner,food,creative_18,tablet,iOS_16,US,hi,app_41,Sun,morning,0
banner,food,creative_17,smartphone,iOS_14,BR,es,app_26,Sat,evening,1
banner,gaming,creative_19,smartphone,Android_13,BR,pt,app_34,Fri,morning,0
banner,food,creative_3,smartphone,iOS_14,BR,hi,app_29,Wed,evening,1
banner,food,creative_7,tablet,Android_12,US,ja,app_20,Tue,evening,1
banner,shopping,creative_7,tablet,Android_12,US,zh,app_40,Sat,morning,1
interstitial,finance,creative_2,smartphone,Android_11,JP,fr,app_28,Tue,evening,0
video,shopping,creative_5,smartphone,iOS_16,IN,pt,app_47,Thu,night,1
video,travel,creative_7,tablet,Android_11,UK,zh,app_48,Wed,afternoon,0
interstitial,shopping,creative_17,tablet,Android_12,CN,hi,app_6,Sun,evening,0
banner,entertainment,creative_9,smartphone,Android_11,DE,zh,app_25,Wed,night,0
banner,travel,creative_3,tablet,Android_12,BR,fr,app_22,Thu,evening,0
banner,entertainment,creative_15,tablet,iOS_15,FR,zh,app_28,Mon,night,0
interstitial,shopping,creative_10,tablet,Android_13,BR,fr,app_35,Mon,night,0
interstitial,gaming,creative_4,tablet,iOS_16,DE,zh,app_39,Mon,morning,1
banner,entertainment,creative_20,tablet,Android_13,FR,hi,app_37,Sun,night,0
video,entertainment,creative_14,smartphone,Android_12,CN,de,app_13,Mon,morning,1
interstitial,finance,creative_15,tablet,iOS_15,BR,zh,app_48,Fri,night,1
banner,shopping,creative_17,smartphone,Android_11,BR,de,app_43,Sun,afternoon,0
interstitial,travel,creative_9,tablet,Android_13,BR,de,app_44,Wed,morning,0
interstitial,gaming,creative_8,tablet,iOS_14,FR,es,app_41,Sat,afternoon,0
video,shopping,creative_10,tablet,Android_13,IN,hi,app_11,Thu,afternoon,0
banner,shopping,creative_4,tablet,Android_11,UK,en,app_50,Wed,evening,0
video,travel,creative_12,smartphone,iOS_15,US,en,app_13,Fri,night,0
interstitial,food,creative_2,tablet,iOS_15,US,zh,app_6,Fri,morning,1
interstitial,food,creative_4,smartphone,Android_13,CN,fr,app_45,Fri,night,0
interstitial,travel,creative_4,tablet,iOS_14,US,de,app_33,Mon,evening,1
interstitial,food,creative_13,smartphone,Android_12,CN,en,app_33,Thu,morning,0
interstitial,food,creative_3,tablet,iOS_14,IN,zh,app_16,Fri,morning,0
interstitial,entertainment,creative_14,tablet,iOS_16,CN,hi,app_28,Wed,morning,0
banner,travel,creative_20,tablet,iOS_15,US,en,app_35,Tue,evening,0
interstitial,shopping,creative_12,tablet,iOS_16,FR,ja,app_24,Sun,night,0
video,gaming,creative_14,smartphone,Android_11,JP,zh,app_2,Tue,afternoon,1
interstitial,finance,creative_7,smartphone,Android_12,CN,en,app_43,Fri,night,0
video,entertainment,creative_3,tablet,Android_12,US,fr,app_17,Mon,night,1
banner,gaming,creative_19,tablet,Android_11,US,en,app_13,Fri,morning,0
banner,food,creative_7,smartphone,Android_12,JP,es,app_22,Thu,evening,1
video,gaming,creative_18,tablet,iOS_16,FR,de,app_2,Wed,evening,1
interstitial,shopping,creative_16,tablet,Android_11,US,de,app_29,Thu,morning,0
video,travel,creative_9,smartphone,Android_13,BR,zh,app_33,Fri,afternoon,1
video,finance,creative_15,smartphone,Android_13,BR,hi,app_23,Thu,afternoon,0
interstitial,shopping,creative_4,smartphone,iOS_16,IN,de,app_16,Sat,morning,0
video,entertainment,creative_20,tablet,Android_11,CN,ja,app_35,Tue,afternoon,1
banner,entertainment,creative_3,tablet,Android_13,DE,zh,app_35,Wed,morning,0
interstitial,finance,creative_9,tablet,iOS_15,BR,pt,app_11,Sat,evening,0
banner,food,creative_17,smartphone,iOS_15,IN,fr,app_23,Wed,afternoon,1
interstitial,food,creative_20,smartphone,Android_13,IN,zh,app_9,Fri,night,0
banner,travel,creative_20,smartphone,iOS_16,FR,es,app_18,Sun,night,1
interstitial,travel,creative_17,tablet,iOS_14,US,en,app_27,Thu,morning,0
banner,travel,creative_10,smartphone,iOS_14,US,de,app_44,Wed,morning,0
banner,entertainment,creative_2,smartphone,Android_13,UK,pt,app_39,Sun,morning,0
interstitial,travel,creative_16,tablet,iOS_16,US,ja,app_39,Sat,night,0
banner,entertainment,creative_3,smartphone,iOS_14,FR,fr,app_37,Thu,morning,0
video,entertainment,creative_14,smartphone,Android_11,US,en,app_20,Wed,afternoon,1
banner,finance,creative_16,tablet,Android_11,CN,en,app_26,Fri,morning,0
interstitial,food,creative_11,smartphone,Android_13,JP,pt,app_18,Wed,night,1
banner,finance,creative_9,tablet,Android_12,FR,de,app_36,Wed,night,1
banner,entertainment,creative_6,smartphone,Android_13,US,en,app_17,Mon,morning,0
banner,entertainment,creative_12,smartphone,iOS_15,CN,es,app_16,Fri,night,0
video,finance,creative_3,tablet,iOS_16,IN,es,app_16,Sun,evening,1
banner,shopping,creative_4,tablet,iOS_16,FR,zh,app_13,Tue,evening,0
banner,gaming,creative_20,smartphone,iOS_14,FR,ja,app_11,Fri,morning,1
banner,gaming,creative_8,tablet,iOS_16,JP,fr,app_13,Mon,night,0
video,finance,creative_13,smartphone,iOS_14,US,fr,app_24,Fri,afternoon,1
interstitial,finance,creative_5,smartphone,iOS_16,FR,hi,app_38,Sat,evening,1
video,entertainment,creative_4,smartphone,iOS_16,DE,es,app_16,Sun,morning,0
banner,gaming,creative_20,tablet,iOS_14,JP,es,app_32,Fri,afternoon,1
interstitial,entertainment,creative_19,tablet,Android_11,CN,es,app_10,Fri,evening,0
interstitial,food,creative_3,tablet,iOS_16,UK,fr,app_5,Sat,afternoon,0
interstitial,shopping,creative_3,smartphone,Android_11,UK,es,app_43,Thu,morning,0
interstitial,travel,creative_2,tablet,iOS_15,IN,fr,app_3,Wed,night,0
video,gaming,creative_12,tablet,Android_11,FR,fr,app_47,Sat,night,1
banner,gaming,creative_17,smartphone,iOS_15,IN,zh,app_18,Thu,evening,1
interstitial,travel,creative_18,tablet,iOS_16,DE,pt,app_26,Tue,morning,0
banner,shopping,creative_8,smartphone,Android_13,UK,fr,app_49,Mon,evening,0
banner,food,creative_18,tablet,Android_12,CN,es,app_14,Fri,morning,0
interstitial,travel,creative_13,smartphone,Android_12,FR,es,app_30,Mon,night,0
interstitial,entertainment,creative_2,tablet,iOS_14,JP,hi,app_15,Fri,morning,0
banner,entertainment,creative_3,tablet,iOS_15,DE,zh,app_36,Sat,night,0
video,gaming,creative_3,tablet,Android_11,DE,zh,app_3,Sun,afternoon,1
interstitial,shopping,creative_19,tablet,iOS_14,BR,ja,app_43,Wed,morning,1
banner,finance,creative_18,smartphone,Android_12,US,hi,app_22,Fri,evening,1
video,gaming,creative_14,smartphone,Android_12,IN,pt,app_41,Mon,evening,1
video,food,creative_3,tablet,Android_12,UK,ja,app_8,Sun,morning,1
interstitial,travel,creative_18,smartphone,Android_11,IN,fr,app_17,Wed,afternoon,0
video,finance,creative_20,smartphone,Android_11,FR,de,app_18,Sat,afternoon,1
video,travel,creative_12,tablet,iOS_16,JP,de,app_40,Fri,night,1
interstitial,finance,creative_6,tablet,Android_13,UK,zh,app_30,Sat,morning,1
banner,finance,creative_18,tablet,Android_12,US,ja,app_49,Tue,evening,0
banner,food,creative_3,tablet,Android_12,CN,ja,app_4,Tue,evening,0
interstitial,finance,creative_13,smartphone,iOS_16,IN,pt,app_33,Fri,night,1
banner,entertainment,creative_2,smartphone,Android_12,FR,de,app_3,Sun,evening,1
interstitial,gaming,creative_3,tablet,iOS_15,JP,hi,app_48,Tue,afternoon,0
banner,entertainment,creative_17,tablet,Android_11,JP,pt,app_9,Sun,morning,0
video,entertainment,creative_19,smartphone,iOS_14,US,pt,app_19,Fri,night,1
video,finance,creative_9,smartphone,Android_11,US,zh,app_33,Thu,evening,1
interstitial,travel,creative_20,smartphone,iOS_15,BR,de,app_14,Wed,morning,0
video,entertainment,creative_10,smartphone,iOS_16,BR,pt,app_37,Thu,afternoon,1
video,entertainment,creative_4,smartphone,Android_11,UK,pt,app_13,Tue,afternoon,1
interstitial,travel,creative_14,smartphone,iOS_14,FR,pt,app_15,Sun,evening,0
interstitial,travel,creative_13,smartphone,Android_13,JP,es,app_47,Thu,morning,0
banner,shopping,creative_14,tablet,Android_12,US,hi,app_33,Mon,afternoon,0
banner,entertainment,creative_14,smartphone,Android_13,JP,es,app_2,Sun,morning,0
video,entertainment,creative_16,smartphone,Android_11,FR,pt,app_32,Tue,night,0
banner,entertainment,creative_20,tablet,iOS_15,FR,fr,app_21,Mon,morning,0
video,travel,creative_15,tablet,Android_13,CN,ja,app_40,Sun,night,0
interstitial,finance,creative_16,tablet,iOS_15,DE,pt,app_25,Mon,night,1
video,food,creative_18,smartphone,iOS_14,FR,de,app_1,Sun,evening,0
interstitial,finance,creative_13,tablet,Android_11,BR,zh,app_50,Tue,night,0
interstitial,finance,creative_5,smartphone,iOS_14,UK,zh,app_48,Tue,night,0
interstitial,entertainment,creative_9,smartphone,iOS_14,DE,ja,app_15,Tue,night,1
banner,finance,creative_6,smartphone,Android_12,BR,pt,app_49,Sun,morning,0
banner,food,creative_10,tablet,Android_12,IN,es,app_32,Mon,afternoon,0
interstitial,shopping,creative_15,smartphone,iOS_15,BR,ja,app_9,Thu,night,0
banner,finance,creative_19,smartphone,Android_12,IN,zh,app_43,Sat,morning,0
interstitial,entertainment,creative_8,tablet,Android_12,US,zh,app_2,Fri,morning,0
video,entertainment,creative_1,tablet,Android_12,DE,de,app_36,Fri,morning,1
interstitial,entertainment,creative_2,tablet,Android_11,DE,ja,app_49,Sat,evening,1
banner,shopping,creative_19,tablet,Android_13,FR,ja,app_18,Mon,morning,0
banner,gaming,creative_9,tablet,iOS_14,BR,zh,app_40,Sun,morning,0
banner,finance,creative_9,smartphone,iOS_15,IN,es,app_41,Sun,morning,0
video,finance,creative_4,tablet,iOS_16,FR,fr,app_16,Sun,morning,0
video,finance,creative_5,tablet,Android_11,BR,fr,app_22,Fri,morning,0
interstitial,food,creative_13,tablet,iOS_15,BR,es,app_12,Sat,morning,0
interstitial,entertainment,creative_3,smartphone,Android_13,UK,fr,app_18,Sun,night,1
banner,shopping,creative_3,smartphone,Android_11,CN,pt,app_48,Tue,evening,0
interstitial,shopping,creative_8,smartphone,iOS_16,CN,pt,app_36,Thu,night,0
interstitial,shopping,creative_3,smartphone,iOS_15,UK,fr,app_44,Mon,night,0
video,food,creative_1,smartphone,iOS_16,BR,en,app_47,Tue,night,1
banner,food,creative_14,smartphone,iOS_15,JP,fr,app_7,Mon,afternoon,0
video,finance,creative_13,smartphone,Android_13,FR,de,app_19,Wed,evening,1
interstitial,shopping,creative_6,smartphone,iOS_14,US,ja,app_4,Thu,night,1
video,finance,creative_4,smartphone,iOS_15,CN,hi,app_31,Thu,night,0
interstitial,finance,creative_14,tablet,iOS_16,US,fr,app_12,Sat,evening,0
interstitial,entertainment,creative_4,tablet,Android_12,CN,zh,app_29,Sun,morning,0
video,entertainment,creative_19,tablet,Android_11,CN,ja,app_35,Tue,night,0
video,food,creative_1,tablet,iOS_15,IN,zh,app_10,Thu,morning,0
video,gaming,creative_9,tablet,iOS_15,UK,en,app_36,Mon,morning,1
interstitial,shopping,creative_17,tablet,Android_13,UK,es,app_3,Sat,afternoon,1
banner,food,creative_1,tablet,iOS_14,IN,pt,app_23,Mon,afternoon,0
banner,gaming,creative_8,tablet,iOS_15,IN,pt,app_32,Sat,night,0
video,entertainment,creative_6,tablet,Android_13,DE,zh,app_20,Wed,night,1
video,shopping,creative_15,smartphone,iOS_15,UK,es,app_19,Wed,morning,0
video,travel,creative_20,tablet,iOS_15,BR,es,app_4,Thu,night,1
video,food,creative_14,smartphone,Android_11,CN,fr,app_35,Sun,afternoon,1
video,travel,creative_7,tablet,iOS_14,UK,es,app_7,Sat,evening,0
banner,travel,creative_8,smartphone,Android_12,DE,zh,app_2,Tue,evening,0
video,travel,creative_3,smartphone,Android_12,JP,fr,app_7,Wed,evening,0
interstitial,shopping,creative_14,smartphone,iOS_15,FR,fr,app_43,Thu,evening,1
interstitial,entertainment,creative_2,smartphone,Android_13,BR,ja,app_5,Sat,night,0
interstitial,shopping,creative_5,tablet,Android_13,US,en,app_24,Sat,evening,1
video,shopping,creative_8,tablet,iOS_16,JP,hi,app_50,Fri,night,0
banner,entertainment,creative_14,smartphone,Android_12,US,en,app_41,Mon,afternoon,0
video,travel,creative_8,smartphone,Android_13,IN,zh,app_32,Thu,night,0
banner,finance,creative_13,tablet,Android_11,FR,fr,app_28,Wed,morning,0
video,finance,creative_19,tablet,iOS_15,DE,de,app_11,Sun,evening,1
video,travel,creative_16,smartphone,Android_12,DE,hi,app_43,Sat,evening,1
video,finance,creative_14,smartphone,iOS_15,FR,pt,app_5,Thu,night,1
banner,finance,creative_20,smartphone,Android_13,IN,zh,app_29,Sat,evening,1
interstitial,shopping,creative_4,smartphone,Android_13,DE,es,app_40,Tue,evening,1
banner,entertainment,creative_2,smartphone,Android_11,DE,pt,app_45,Tue,morning,0
video,shopping,creative_8,smartphone,Android_11,IN,en,app_20,Thu,afternoon,0
interstitial,food,creative_18,smartphone,Android_11,CN,de,app_22,Thu,afternoon,0
interstitial,travel,creative_3,tablet,Android_12,FR,fr,app_22,Wed,morning,0
interstitial,gaming,creative_17,smartphone,iOS_14,US,de,app_25,Thu,afternoon,1
banner,entertainment,creative_10,smartphone,iOS_15,CN,en,app_30,Mon,evening,0
banner,entertainment,creative_10,smartphone,iOS_15,FR,hi,app_46,Sat,night,0
banner,finance,creative_14,tablet,Android_12,CN,es,app_11,Sun,afternoon,0
video,gaming,creative_5,smartphone,iOS_16,FR,de,app_14,Tue,morning,0
interstitial,food,creative_7,tablet,iOS_16,CN,ja,app_21,Sat,evening,0
banner,food,creative_4,smartphone,Android_13,UK,es,app_48,Thu,afternoon,0
video,finance,creative_8,smartphone,Android_13,DE,ja,app_6,Wed,morning,0
banner,gaming,creative_14,smartphone,iOS_16,DE,ja,app_45,Sun,afternoon,1
banner,entertainment,creative_5,smartphone,Android_12,IN,ja,app_15,Wed,afternoon,0
banner,finance,creative_2,smartphone,Android_13,FR,en,app_7,Tue,afternoon,1
interstitial,gaming,creative_11,smartphone,Android_11,BR,pt,app_10,Wed,evening,1
video,gaming,creative_20,smartphone,Android_11,CN,zh,app_46,Sun,afternoon,1
banner,gaming,creative_2,smartphone,Android_13,BR,en,app_9,Tue,afternoon,0
video,shopping,creative_9,smartphone,iOS_14,FR,en,app_25,Thu,afternoon,0
interstitial,food,creative_12,tablet,iOS_16,DE,fr,app_13,Wed,afternoon,0
video,gaming,creative_5,smartphone,Android_13,DE,de,app_20,Sat,night,1
banner,finance,creative_12,tablet,Android_13,UK,de,app_36,Fri,night,0
video,entertainment,creative_10,smartphone,Android_13,UK,de,app_3,Wed,evening,1
video,gaming,creative_13,smartphone,Android_13,IN,hi,app_46,Fri,evening,1
banner,food,creative_3,smartphone,iOS_15,UK,de,app_4,Mon,morning,0
banner,entertainment,creative_5,smartphone,iOS_16,CN,en,app_43,Tue,evening,0
banner,entertainment,creative_4,smartphone,Android_12,DE,en,app_6,Wed,evening,1
video,gaming,creative_2,tablet,iOS_16,BR,en,app_33,Sat,morning,1
banner,finance,creative_9,tablet,Android_13,JP,fr,app_34,Thu,afternoon,1
video,travel,creative_1,smartphone,Android_12,IN,ja,app_39,Wed,morning,1
banner,food,creative_8,smartphone,Android_11,FR,fr,app_6,Mon,evening,0
video,shopping,creative_7,smartphone,Android_11,US,ja,app_48,Sun,afternoon,0
interstitial,travel,creative_14,tablet,Android_12,FR,hi,app_28,Sun,night,0
interstitial,shopping,creative_20,tablet,iOS_14,CN,pt,app_19,Wed,afternoon,0
video,entertainment,creative_14,tablet,iOS_15,DE,en,app_16,Wed,evening,1
video,food,creative_18,smartphone,iOS_16,CN,en,app_42,Tue,night,0
interstitial,travel,creative_12,smartphone,iOS_16,FR,zh,app_21,Sun,morning,0
interstitial,finance,creative_19,smartphone,Android_12,FR,de,app_29,Tue,afternoon,1
video,travel,creative_2,tablet,iOS_14,IN,zh,app_30,Wed,evening,0
interstitial,food,creative_16,smartphone,iOS_14,US,fr,app_30,Sun,night,0
interstitial,shopping,creative_20,tablet,iOS_16,BR,hi,app_47,Mon,afternoon,0
interstitial,entertainment,creative_17,smartphone,iOS_15,FR,zh,app_24,Mon,afternoon,0
video,gaming,creative_20,tablet,Android_12,CN,zh,app_38,Mon,morning,0
banner,food,creative_6,smartphone,iOS_16,UK,en,app_19,Fri,evening,1
banner,entertainment,creative_16,smartphone,iOS_14,BR,hi,app_48,Sat,morning,0
video,food,creative_10,tablet,iOS_16,UK,de,app_20,Thu,night,1
interstitial,gaming,creative_13,smartphone,Android_12,FR,es,app_15,Tue,afternoon,1
interstitial,travel,creative_18,smartphone,iOS_15,US,de,app_25,Tue,night,0
video,travel,creative_6,tablet,iOS_15,US,fr,app_27,Sun,morning,0
banner,entertainment,creative_19,smartphone,Android_12,UK,en,app_24,Tue,afternoon,1
video,gaming,creative_5,tablet,Android_11,DE,hi,app_25,Thu,night,1
interstitial,gaming,creative_13,tablet,iOS_16,DE,hi,app_37,Sun,afternoon,1
interstitial,travel,creative_8,tablet,Android_13,US,zh,app_48,Sat,afternoon,0
interstitial,gaming,creative_8,smartphone,Android_13,CN,es,app_37,Mon,afternoon,0
video,entertainment,creative_20,tablet,iOS_14,FR,ja,app_3,Sat,afternoon,1
video,entertainment,creative_15,tablet,iOS_14,UK,fr,app_36,Sat,evening,1
banner,food,creative_15,smartphone,iOS_14,US,en,app_33,Thu,morning,0
video,shopping,creative_3,tablet,iOS_15,UK,en,app_2,Wed,afternoon,0
interstitial,finance,creative_17,smartphone,Android_11,US,zh,app_7,Tue,afternoon,1
video,travel,creative_19,smartphone,Android_11,CN,hi,app_20,Tue,evening,0
banner,gaming,creative_20,smartphone,Android_13,JP,en,app_35,Tue,evening,0
video,finance,creative_13,smartphone,iOS_15,BR,ja,app_19,Mon,afternoon,1
banner,food,creative_2,tablet,iOS_14,US,ja,app_48,Tue,night,0
banner,entertainment,creative_20,tablet,Android_11,FR,zh,app_5,Fri,evening,0
banner,gaming,creative_14,smartphone,iOS_14,BR,de,app_6,Mon,night,1
banner,gaming,creative_4,smartphone,iOS_15,IN,en,app_49,Sat,evening,0
video,gaming,creative_2,smartphone,Android_11,FR,hi,app_30,Wed,evening,0
banner,travel,creative_18,smartphone,Android_12,BR,es,app_30,Mon,morning,0
interstitial,travel,creative_18,tablet,iOS_16,IN,pt,app_33,Mon,morning,0
banner,travel,creative_9,smartphone,iOS_14,US,hi,app_42,Mon,evening,1
interstitial,gaming,creative_19,smartphone,iOS_14,BR,de,app_1,Fri,morning,0
interstitial,shopping,creative_13,smartphone,Android_12,JP,hi,app_4,Mon,evening,0
banner,gaming,creative_7,tablet,Android_12,DE,pt,app_49,Sat,evening,1
video,shopping,creative_12,tablet,Android_12,CN,de,app_11,Sat,afternoon,0
video,finance,creative_14,smartphone,iOS_14,UK,de,app_8,Fri,morning,0
interstitial,travel,creative_16,smartphone,iOS_15,DE,zh,app_37,Thu,morning,0
interstitial,travel,creative_13,tablet,iOS_14,DE,fr,app_27,Mon,afternoon,1
banner,shopping,creative_4,smartphone,iOS_16,UK,hi,app_1,Sun,night,1
video,shopping,creative_3,smartphone,Android_13,FR,pt,app_49,Sun,evening,1
interstitial,shopping,creative_18,smartphone,Android_11,US,fr,app_7,Sun,night,0
interstitial,travel,creative_18,smartphone,iOS_14,IN,es,app_17,Fri,afternoon,1
interstitial,entertainment,creative_17,smartphone,Android_13,US,ja,app_34,Fri,night,0
video,travel,creative_7,tablet,Android_12,US,fr,app_27,Sun,night,1
banner,shopping,creative_13,smartphone,Android_12,FR,hi,app_35,Mon,evening,0
interstitial,entertainment,creative_14,tablet,iOS_15,IN,en,app_38,Fri,morning,0
interstitial,travel,creative_7,tablet,Android_11,IN,hi,app_17,Wed,afternoon,0
banner,shopping,creative_12,smartphone,Android_11,CN,en,app_35,Wed,evening,0
video,finance,creative_20,tablet,Android_11,CN,en,app_23,Sun,night,0
interstitial,finance,creative_19,smartphone,iOS_14,FR,de,app_42,Fri,morning,0
interstitial,entertainment,creative_11,smartphone,iOS_14,JP,de,app_48,Fri,morning,1
banner,food,creative_15,tablet,iOS_16,JP,hi,app_11,Thu,night,0
interstitial,food,creative_6,smartphone,Android_11,BR,zh,app_6,Sun,afternoon,0
interstitial,shopping,creative_20,tablet,Android_13,DE,en,app_19,Sun,night,0
interstitial,entertainment,creative_9,tablet,iOS_15,US,ja,app_9,Thu,afternoon,0
video,finance,creative_19,tablet,iOS_16,DE,de,app_28,Tue,afternoon,0
video,food,creative_12,smartphone,Android_12,IN,pt,app_6,Mon,morning,0
interstitial,gaming,creative_8,tablet,Android_12,IN,en,app_16,Sun,night,0
banner,gaming,creative_16,smartphone,Android_11,DE,hi,app_14,Sun,evening,1
banner,travel,creative_4,tablet,iOS_16,US,de,app_41,Sat,afternoon,0
interstitial,entertainment,creative_13,tablet,iOS_15,CN,hi,app_7,Mon,afternoon,0
banner,shopping,creative_9,tablet,iOS_16,IN,ja,app_22,Tue,morning,0
video,entertainment,creative_16,smartphone,iOS_15,DE,fr,app_29,Wed,morning,0
banner,entertainment,creative_6,smartphone,Android_12,JP,hi,app_1,Sun,afternoon,0
video,travel,creative_15,smartphone,iOS_14,JP,es,app_8,Mon,evening,0
video,gaming,creative_2,smartphone,iOS_16,CN,es,app_43,Fri,night,1
banner,gaming,creative_10,smartphone,Android_13,DE,es,app_23,Tue,evening,1
interstitial,shopping,creative_13,smartphone,iOS_14,DE,de,app_24,Mon,evening,0
interstitial,travel,creative_15,tablet,Android_11,CN,es,app_29,Fri,night,0
banner,finance,creative_18,tablet,iOS_15,US,en,app_46,Tue,evening,1
video,food,creative_8,tablet,iOS_15,UK,de,app_47,Sun,afternoon,1
interstitial,finance,creative_4,smartphone,iOS_16,IN,pt,app_35,Mon,afternoon,0
banner,food,creative_5,smartphone,iOS_15,IN,ja,app_4,Mon,evening,0
interstitial,food,creative_18,tablet,iOS_14,UK,pt,app_20,Sun,afternoon,0
video,food,creative_11,smartphone,Android_11,FR,zh,app_48,Wed,evening,1
banner,finance,creative_14,smartphone,iOS_15,FR,hi,app_36,Tue,night,1
banner,shopping,creative_12,smartphone,Android_13,US,en,app_37,Tue,evening,0
interstitial,food,creative_13,smartphone,Android_13,BR,zh,app_11,Thu,afternoon,0
banner,food,creative_7,tablet,Android_11,DE,en,app_38,Wed,morning,0
banner,shopping,creative_19,smartphone,Android_12,UK,de,app_45,Thu,morning,0
banner,gaming,creative_10,smartphone,Android_11,FR,zh,app_47,Sat,night,0
banner,food,creative_15,tablet,iOS_14,CN,pt,app_50,Wed,night,0
video,finance,creative_19,smartphone,Android_11,US,es,app_9,Mon,afternoon,1
interstitial,shopping,creative_10,smartphone,iOS_16,CN,hi,app_47,Sun,evening,0
interstitial,shopping,creative_17,tablet,iOS_14,CN,es,app_19,Fri,evening,0
video,gaming,creative_4,smartphone,iOS_16,UK,hi,app_43,Tue,night,1
video,travel,creative_4,tablet,Android_11,BR,es,app_36,Mon,morning,0
interstitial,entertainment,creative_14,smartphone,iOS_16,CN,pt,app_6,Fri,morning,0
interstitial,shopping,creative_11,smartphone,iOS_15,CN,hi,app_3,Thu,night,0
banner,travel,creative_6,smartphone,iOS_16,IN,fr,app_16,Sun,morning,0
banner,gaming,creative_12,smartphone,iOS_14,US,en,app_7,Sun,morning,1
interstitial,travel,creative_12,smartphone,Android_12,BR,fr,app_33,Tue,evening,0
interstitial,food,creative_2,smartphone,Android_12,BR,zh,app_49,Mon,afternoon,1
interstitial,food,creative_13,tablet,iOS_15,US,pt,app_21,Sat,evening,0
banner,entertainment,creative_5,tablet,Android_12,US,ja,app_4,Sun,evening,0
interstitial,finance,creative_20,smartphone,iOS_15,FR,es,app_4,Sat,afternoon,1
interstitial,shopping,creative_3,smartphone,iOS_14,IN,zh,app_22,Sun,evening,0
banner,entertainment,creative_18,tablet,Android_13,JP,zh,app_7,Sun,evening,0
video,travel,creative_2,smartphone,iOS_15,FR,es,app_14,Wed,night,0
banner,finance,creative_20,tablet,Android_13,IN,es,app_17,Fri,afternoon,0
video,travel,creative_4,tablet,iOS_15,DE,ja,app_34,Sat,night,0
video,gaming,creative_3,smartphone,iOS_16,IN,zh,app_40,Wed,evening,1
banner,shopping,creative_14,smartphone,Android_13,BR,pt,app_4,Fri,night,0
video,shopping,creative_2,tablet,Android_11,BR,fr,app_35,Fri,morning,0
interstitial,food,creative_16,tablet,iOS_15,UK,es,app_33,Tue,night,1
banner,gaming,creative_7,tablet,iOS_15,CN,de,app_6,Mon,evening,0
interstitial,entertainment,creative_17,smartphone,iOS_15,FR,zh,app_50,Sat,evening,0
interstitial,entertainment,creative_10,smartphone,iOS_15,CN,zh,app_50,Wed,evening,0
interstitial,finance,creative_15,tablet,iOS_16,UK,pt,app_11,Sat,morning,1
banner,food,creative_18,smartphone,iOS_15,UK,ja,app_49,Sat,afternoon,0
banner,finance,creative_20,smartphone,iOS_15,IN,zh,app_44,Wed,afternoon,0
video,shopping,creative_12,tablet,Android_13,UK,ja,app_10,Tue,morning,0
video,finance,creative_9,tablet,iOS_14,UK,hi,app_39,Fri,night,1
interstitial,finance,creative_18,tablet,Android_11,CN,de,app_32,Mon,night,0
interstitial,travel,creative_7,tablet,iOS_16,CN,zh,app_1,Mon,afternoon,0
banner,gaming,creative_18,tablet,Android_13,US,ja,app_14,Thu,evening,0
interstitial,gaming,creative_10,smartphone,Android_13,CN,es,app_29,Sun,night,1
banner,entertainment,creative_4,tablet,Android_13,CN,hi,app_23,Sun,morning,0
interstitial,gaming,creative_16,tablet,iOS_16,IN,ja,app_2,Thu,night,0
interstitial,shopping,creative_19,smartphone,iOS_16,UK,zh,app_46,Tue,evening,0
video,travel,creative_14,tablet,iOS_14,CN,zh,app_27,Thu,morning,0
video,shopping,creative_2,smartphone,Android_13,BR,ja,app_13,Tue,morning,0
interstitial,travel,creative_10,smartphone,iOS_14,UK,pt,app_22,Fri,afternoon,0
video,food,creative_20,smartphone,Android_12,CN,fr,app_43,Fri,night,1
interstitial,finance,creative_3,smartphone,iOS_15,US,fr,app_46,Sun,night,1
interstitial,food,creative_6,smartphone,Android_11,DE,hi,app_8,Wed,evening,0
interstitial,gaming,creative_12,smartphone,iOS_15,DE,en,app_9,Sun,afternoon,0
video,gaming,creative_15,smartphone,Android_11,FR,de,app_29,Sat,afternoon,1
interstitial,shopping,creative_18,tablet,iOS_16,UK,fr,app_7,Mon,afternoon,0
video,entertainment,creative_2,smartphone,iOS_14,US,en,app_45,Mon,afternoon,0
interstitial,food,creative_8,tablet,Android_12,UK,ja,app_3,Tue,morning,0
banner,food,creative_6,tablet,Android_11,US,en,app_36,Thu,afternoon,0
interstitial,entertainment,creative_10,tablet,iOS_16,FR,ja,app_13,Wed,afternoon,0
video,shopping,creative_12,smartphone,iOS_14,BR,es,app_20,Tue,morning,0
banner,food,creative_3,tablet,iOS_16,IN,es,app_36,Tue,evening,0
interstitial,gaming,creative_14,smartphone,Android_13,DE,pt,app_34,Thu,afternoon,1
video,shopping,creative_9,tablet,Android_12,IN,en,app_27,Tue,morning,1
banner,entertainment,creative_19,tablet,iOS_16,BR,ja,app_27,Tue,morning,0
